Date,Ambulance Trust,Hospital Name,Count of Handovers at Hospital,Handover Compliance,Coun to fHandovers Over 15 Minutes,% of Handovers Over 15 Minutes,Count of Handovers Over 30 Minutes,% of Handovers Over 30 Minutes,Count of Handovers Over 60 Minutes,% of Handovers Over 60 Minutes,Count of Handovers Over 90 Minutes,% of Handovers Over 90 Minutes,Hours lost for Handovers over 15 minutes,Hours lost for Handovers over 30 minutes,Hours lost for Handovers over 60 minutes,Longest Handover (mm.m),Mean Handover Time (mm.m),90th Centile Handover Time (mm.m),Total Handover Time (hh.h),Average Time Lost for Handovers over 15 minutes per Handover (hh.h),,,,,
17-Jan-21,SWAS,Derriford Hospital,106,100.00%,40,37.74%,9,8.49%,1,0.94%,0,0.00%,7.21,1.66,0.45,87.28,14.41,28.1,25.47,0.07,,,,,
18-Jan-21,SWAS,Derriford Hospital,121,100.00%,41,33.88%,12,9.92%,0,0.00%,0,0.00%,7.58,1.4,0,49.42,14.87,29.15,29.98,0.06,,,,,
19-Jan-21,SWAS,Derriford Hospital,95,100.00%,28,29.47%,8,8.42%,1,1.05%,0,0.00%,5.24,1.26,0.01,60.65,13.66,27.23,21.64,0.06,,,,,
20-Jan-21,SWAS,Derriford Hospital,113,100.00%,74,65.49%,48,42.48%,12,10.62%,0,0.00%,28.77,13.69,1.95,88.05,27.71,60.07,52.19,0.25,,,,,
21-Jan-21,SWAS,Derriford Hospital,108,100.00%,62,57.41%,24,22.22%,5,4.63%,1,0.93%,18.68,8.91,1.77,121.3,22.17,49.57,39.9,0.17,,,,,
22-Jan-21,SWAS,Derriford Hospital,113,100.00%,56,49.56%,26,23.01%,10,8.85%,2,1.77%,21.54,12.32,3.69,110.98,22.83,53.28,43.01,0.19,,,,,
23-Jan-21,SWAS,Derriford Hospital,101,100.00%,59,58.42%,33,32.67%,9,8.91%,2,1.98%,23.85,12.7,3.11,101.47,26.09,57.72,43.93,0.24,,,,,
24-Jan-21,SWAS,Derriford Hospital,112,100.00%,39,34.82%,17,15.18%,0,0.00%,0,0.00%,8.83,2.32,0,53.95,14.54,32.82,27.14,0.08,,,,,
25-Jan-21,SWAS,Derriford Hospital,111,100.00%,56,50.45%,22,19.82%,7,6.31%,3,2.70%,18.78,9.1,3.15,104.1,21.83,43.15,40.39,0.17,,,,,
26-Jan-21,SWAS,Derriford Hospital,122,100.00%,82,67.21%,30,24.59%,2,1.64%,0,0.00%,20.29,5.9,0.12,65.98,22.61,41.03,45.97,0.17,,,,,
27-Jan-21,SWAS,Derriford Hospital,99,100.00%,30,30.30%,5,5.05%,0,0.00%,0,0.00%,4.02,0.27,0,35,12.38,23.93,20.43,0.04,,,,,
28-Jan-21,SWAS,Derriford Hospital,110,100.00%,60,54.55%,29,26.36%,1,0.91%,0,0.00%,17.03,5.98,0.13,67.63,20.81,41.38,38.15,0.15,,,,,
29-Jan-21,SWAS,Derriford Hospital,104,100.00%,55,52.88%,22,21.15%,3,2.88%,0,0.00%,13.81,5.18,0.34,78,20.27,40.02,35.14,0.13,,,,,
30-Jan-21,SWAS,Derriford Hospital,96,100.00%,43,44.79%,17,17.71%,2,2.08%,0,0.00%,11.23,4.11,0.28,75.02,17.93,39.92,28.68,0.12,,,,,
31-Jan-21,SWAS,Derriford Hospital,110,100.00%,57,51.82%,18,16.36%,0,0.00%,0,0.00%,10.85,2.67,0,58.7,17.58,32.8,32.23,0.1,,,,,
01-Feb-21,SWAS,Derriford Hospital,134,100.00%,80,59.70%,47,35.07%,25,18.66%,9,6.72%,42.57,27.1,9.86,127.62,31.07,75,69.39,0.32,,,,,
02-Feb-21,SWAS,Derriford Hospital,107,100.00%,58,54.21%,30,28.04%,8,7.48%,1,0.93%,21.67,10.74,1.49,111.73,23.73,54.3,42.31,0.2,,,,,
03-Feb-21,SWAS,Derriford Hospital,101,100.00%,68,67.33%,48,47.52%,13,12.87%,4,3.96%,34.68,20.25,4.97,131.3,33.28,64.3,56.03,0.34,,,,,
04-Feb-21,SWAS,Derriford Hospital,107,100.00%,49,45.79%,15,14.02%,2,1.87%,0,0.00%,11.23,3.87,0.32,70.92,17.51,34.25,31.23,0.1,,,,,
05-Feb-21,SWAS,Derriford Hospital,125,100.00%,73,58.40%,46,36.80%,11,8.80%,3,2.40%,28.88,14.32,3.46,116.78,25.98,58.4,54.14,0.23,,,,,
06-Feb-21,SWAS,Derriford Hospital,110,100.00%,40,36.36%,12,10.91%,2,1.82%,0,0.00%,8.3,2.63,0.39,78.72,15.03,30.75,27.56,0.08,,,,,
07-Feb-21,SWAS,Derriford Hospital,101,100.00%,35,34.65%,8,7.92%,2,1.98%,0,0.00%,7.01,2.03,0.51,84.87,14.21,27.85,23.92,0.07,,,,,
08-Feb-21,SWAS,Derriford Hospital,111,100.00%,69,62.16%,50,45.05%,16,14.41%,6,5.41%,37.67,23.04,6.43,123.83,32.82,71.38,60.71,0.34,,,,,
09-Feb-21,SWAS,Derriford Hospital,103,100.00%,71,68.93%,22,21.36%,2,1.94%,1,0.97%,18.14,6.14,0.75,96,23.4,44.07,40.18,0.18,,,,,
10-Feb-21,SWAS,Derriford Hospital,123,100.00%,79,64.23%,50,40.65%,19,15.45%,11,8.94%,44.71,29.51,13.78,168.45,34.06,74.72,69.82,0.36,,,,,
11-Feb-21,SWAS,Derriford Hospital,111,100.00%,53,47.75%,28,25.23%,4,3.60%,2,1.80%,18.81,8.65,1.62,96.58,21.43,46.95,39.65,0.17,,,,,
12-Feb-21,SWAS,Derriford Hospital,96,100.00%,38,39.58%,5,5.21%,0,0.00%,0,0.00%,5.74,0.37,0,36.65,14.15,27.67,22.64,0.06,,,,,
13-Feb-21,SWAS,Derriford Hospital,89,100.00%,22,24.72%,4,4.49%,1,1.12%,0,0.00%,4.29,1.32,0.24,74.67,11.93,25.92,17.69,0.05,,,,,
14-Feb-21,SWAS,Derriford Hospital,109,100.00%,30,27.52%,7,6.42%,0,0.00%,0,0.00%,4.66,0.91,0,47.33,11.99,25.2,21.78,0.04,,,,,
15-Feb-21,SWAS,Derriford Hospital,115,100.00%,77,66.96%,50,43.48%,25,21.74%,13,11.30%,50.23,34.52,15.67,155.35,38.54,95.7,73.87,0.44,,,,,
16-Feb-21,SWAS,Derriford Hospital,103,100.00%,53,51.46%,25,24.27%,3,2.91%,0,0.00%,14.96,6.16,0.68,80.08,20.24,46.9,34.75,0.15,,,,,
17-Feb-21,SWAS,Derriford Hospital,138,100.00%,89,64.49%,59,42.75%,30,21.74%,18,13.04%,60.72,42.46,20.82,161.3,38.79,98,89.22,0.44,,,,,
18-Feb-21,SWAS,Derriford Hospital,115,100.00%,79,68.70%,56,48.70%,26,22.61%,16,13.91%,63.89,47.79,28.02,238,46.5,119.77,89.13,0.56,,,,,
19-Feb-21,SWAS,Derriford Hospital,116,100.00%,94,81.03%,84,72.41%,69,59.48%,57,49.14%,136.66,114.49,77.55,261.8,84.6,161.7,163.56,1.18,,,,,
20-Feb-21,SWAS,Derriford Hospital,108,100.00%,87,80.56%,59,54.63%,32,29.63%,18,16.67%,60.35,42.82,22.48,179.32,46.71,106.87,84.09,0.56,,,,,
21-Feb-21,SWAS,Derriford Hospital,117,100.00%,74,63.25%,34,29.06%,9,7.69%,1,0.85%,24.59,12.38,1.96,102.47,24.83,54.55,48.41,0.21,,,,,
22-Feb-21,SWAS,Derriford Hospital,121,100.00%,83,68.60%,55,45.45%,26,21.49%,7,5.79%,46.9,30.14,10.23,136.25,35.76,80.48,72.11,0.39,,,,,
23-Feb-21,SWAS,Derriford Hospital,117,100.00%,69,58.97%,46,39.32%,26,22.22%,10,8.55%,44.23,29.79,12.55,132.05,34.58,86.08,67.43,0.38,,,,,
24-Feb-21,SWAS,Derriford Hospital,108,100.00%,58,53.70%,35,32.41%,9,8.33%,1,0.93%,23.87,13.07,3.35,142.73,24.7,56.23,44.46,0.22,,,,,
25-Feb-21,SWAS,Derriford Hospital,108,100.00%,53,49.07%,32,29.63%,8,7.41%,1,0.93%,20.82,10.82,2.89,118.57,22.67,51.2,40.8,0.19,,,,,
26-Feb-21,SWAS,Derriford Hospital,119,100.00%,70,58.82%,43,36.13%,18,15.13%,12,10.08%,44.66,31.27,17.08,193.17,34.43,90.42,68.29,0.38,,,,,
27-Feb-21,SWAS,Derriford Hospital,122,100.00%,74,60.66%,35,28.69%,6,4.92%,2,1.64%,24.54,10.92,2.65,104.2,24.49,46.48,49.8,0.2,,,,,
28-Feb-21,SWAS,Derriford Hospital,104,100.00%,51,49.04%,20,19.23%,6,5.77%,0,0.00%,14.62,6.61,0.46,71.65,19.64,50.15,34.04,0.14,,,,,
01-Mar-21,SWAS,Derriford Hospital,125,100.00%,80,64.00%,47,37.60%,19,15.20%,7,5.60%,39.47,23.95,9.69,155.82,31.18,67,64.96,0.32,,,,,
02-Mar-21,SWAS,Derriford Hospital,118,100.00%,86,72.88%,68,57.63%,31,26.27%,19,16.10%,64.12,44.7,20.47,187.93,45.41,105.42,89.3,0.54,,,,,
03-Mar-21,SWAS,Derriford Hospital,112,100.00%,69,61.61%,50,44.64%,23,20.54%,3,2.68%,37.79,22.7,5.13,119.2,32.63,67.57,60.9,0.34,,,,,
04-Mar-21,SWAS,Derriford Hospital,120,100.00%,86,71.67%,60,50.00%,33,27.50%,13,10.83%,54.63,36.4,14.16,130.22,40.15,90.2,80.31,0.46,,,,,
05-Mar-21,SWAS,Derriford Hospital,119,100.00%,83,69.75%,60,50.42%,40,33.61%,17,14.29%,65.94,48.24,23.85,213.28,46.24,97.92,91.72,0.55,,,,,
06-Mar-21,SWAS,Derriford Hospital,115,100.00%,62,53.91%,33,28.70%,5,4.35%,0,0.00%,19.61,8.53,0.29,64.58,21.45,48.43,41.11,0.17,,,,,
07-Mar-21,SWAS,Derriford Hospital,115,100.00%,63,54.78%,30,26.09%,4,3.48%,2,1.74%,19.56,8.27,1.47,94.77,21.38,46.65,40.98,0.17,,,,,
08-Mar-21,SWAS,Derriford Hospital,128,100.00%,74,57.81%,55,42.97%,38,29.69%,23,17.97%,67.36,52.02,29.78,185.55,43.54,125.57,92.88,0.53,,,,,
09-Mar-21,SWAS,Derriford Hospital,115,100.00%,78,67.83%,51,44.35%,22,19.13%,12,10.43%,47.16,31.47,13.31,193.3,37.44,90.42,71.76,0.41,,,,,
10-Mar-21,SWAS,Derriford Hospital,111,100.00%,67,60.36%,34,30.63%,15,13.51%,10,9.01%,34.7,22.63,12.52,184.77,30.81,82.9,57,0.31,,,,,
11-Mar-21,SWAS,Derriford Hospital,92,100.00%,57,61.96%,27,29.35%,3,3.26%,0,0.00%,16.78,6.34,0.53,83.55,23.31,45.05,35.74,0.18,,,,,
12-Mar-21,SWAS,Derriford Hospital,123,100.00%,79,64.23%,55,44.72%,25,20.33%,16,13.01%,56.1,39.1,20.64,175.37,39.95,107.42,81.9,0.46,,,,,
13-Mar-21,SWAS,Derriford Hospital,87,100.00%,36,41.38%,9,10.34%,0,0.00%,0,0.00%,5.78,0.94,0,45.27,14.33,30.98,20.78,0.07,,,,,
14-Mar-21,SWAS,Derriford Hospital,102,100.00%,20,19.61%,6,5.88%,0,0.00%,0,0.00%,3.02,0.65,0,50.68,9.96,18.85,16.94,0.03,,,,,
15-Mar-21,SWAS,Derriford Hospital,110,100.00%,83,75.45%,58,52.73%,36,32.73%,22,20.00%,63.06,46.15,23.27,148.3,47.65,110.7,87.37,0.57,,,,,
16-Mar-21,SWAS,Derriford Hospital,120,100.00%,83,69.17%,48,40.00%,22,18.33%,10,8.33%,43.17,27.03,10.23,134.83,34.35,86.5,68.7,0.36,,,,,
17-Mar-21,SWAS,Derriford Hospital,101,100.00%,53,52.48%,33,32.67%,3,2.97%,0,0.00%,16.85,6.97,0.27,69.85,21.42,44.77,36.05,0.17,,,,,
18-Mar-21,SWAS,Derriford Hospital,112,100.00%,45,40.18%,13,11.61%,0,0.00%,0,0.00%,8.78,1.9,0,58.82,15.09,31.67,28.17,0.08,,,,,
19-Mar-21,SWAS,Derriford Hospital,120,100.00%,34,28.33%,8,6.67%,1,0.83%,0,0.00%,6.1,1.38,0.14,68.62,12.58,26.72,25.16,0.05,,,,,
20-Mar-21,SWAS,Derriford Hospital,113,100.00%,35,30.97%,6,5.31%,0,0.00%,0,0.00%,4.95,0.53,0,39.12,12.6,24.95,23.72,0.04,,,,,
21-Mar-21,SWAS,Derriford Hospital,98,100.00%,27,27.55%,4,4.08%,0,0.00%,0,0.00%,2.7,0.12,0,33.03,11.33,20.93,18.51,0.03,,,,,
22-Mar-21,SWAS,Derriford Hospital,112,100.00%,39,34.82%,13,11.61%,0,0.00%,0,0.00%,8.44,2.36,0,57.15,14.25,31.33,26.61,0.08,,,,,
23-Mar-21,SWAS,Derriford Hospital,123,100.00%,42,34.15%,24,19.51%,10,8.13%,0,0.00%,17.22,9.66,1.32,77.13,18.01,56.83,36.93,0.14,,,,,
24-Mar-21,SWAS,Derriford Hospital,125,100.00%,35,28.00%,5,4.00%,0,0.00%,0,0.00%,4.54,0.16,0,33.18,12.22,23.55,25.45,0.04,,,,,
25-Mar-21,SWAS,Derriford Hospital,121,100.00%,52,42.98%,32,26.45%,18,14.88%,9,7.44%,32.3,22.35,10.07,173.28,26.47,81.65,53.38,0.27,,,,,
26-Mar-21,SWAS,Derriford Hospital,120,100.00%,61,50.83%,25,20.83%,4,3.33%,0,0.00%,17.53,7.47,1.11,86.57,20.23,44.97,40.47,0.15,,,,,
27-Mar-21,SWAS,Derriford Hospital,126,100.00%,19,15.08%,6,4.76%,0,0.00%,0,0.00%,3.49,1.08,0,52.73,10.09,18.58,21.2,0.03,,,,,
28-Mar-21,SWAS,Derriford Hospital,109,100.00%,22,20.18%,4,3.67%,0,0.00%,0,0.00%,2.88,0.19,0,36.55,10.26,23.37,18.63,0.03,,,,,
29-Mar-21,SWAS,Derriford Hospital,116,100.00%,43,37.07%,25,21.55%,5,4.31%,2,1.72%,16.73,8.96,1.78,105.22,18.45,46.63,35.68,0.14,,,,,
30-Mar-21,SWAS,Derriford Hospital,116,100.00%,31,26.72%,12,10.34%,0,0.00%,0,0.00%,7.56,2.38,0,51.03,13.49,34.47,26.09,0.07,,,,,
31-Mar-21,SWAS,Derriford Hospital,132,100.00%,71,53.79%,45,34.09%,34,25.76%,25,18.94%,75.11,61.23,42.23,256.4,45.47,130.13,100.04,0.57,,,,,
01-Apr-21,SWAS,Derriford Hospital,138,100.00%,59,42.75%,23,16.67%,4,2.90%,1,0.72%,16.83,8.15,2.39,148.23,18.49,38.5,42.54,0.12,,,,,
02-Apr-21,SWAS,Derriford Hospital,115,100.00%,30,26.09%,4,3.48%,0,0.00%,0,0.00%,3.89,0.61,0,53.47,11.49,22.05,22.02,0.03,,,,,
03-Apr-21,SWAS,Derriford Hospital,111,100.00%,40,36.04%,12,10.81%,3,2.70%,0,0.00%,9.39,4.09,0.64,78.78,15.88,30.28,29.38,0.08,,,,,
04-Apr-21,SWAS,Derriford Hospital,127,100.00%,43,33.86%,11,8.66%,1,0.79%,0,0.00%,9.08,2.9,0.26,75.72,14.04,28.47,29.71,0.07,,,,,
05-Apr-21,SWAS,Derriford Hospital,138,100.00%,54,39.13%,27,19.57%,7,5.07%,1,0.72%,19.26,9.96,2.53,98.2,19.05,46.48,43.81,0.14,,,,,
06-Apr-21,SWAS,Derriford Hospital,120,100.00%,48,40.00%,22,18.33%,19,15.83%,14,11.67%,38.86,30.43,20.7,232.07,29.52,97.82,59.05,0.32,,,,,
07-Apr-21,SWAS,Derriford Hospital,115,100.00%,34,29.57%,6,5.22%,0,0.00%,0,0.00%,5.3,0.6,0,41.62,12.33,26.55,23.63,0.05,,,,,
08-Apr-21,SWAS,Derriford Hospital,115,100.00%,49,42.61%,23,20.00%,7,6.09%,3,2.61%,21.43,13.24,5.77,177.1,21.68,50.57,41.56,0.19,,,,,
09-Apr-21,SWAS,Derriford Hospital,129,100.00%,49,37.98%,18,13.95%,8,6.20%,4,3.10%,19.68,11.3,4.43,172.37,19.81,54.07,42.6,0.15,,,,,
10-Apr-21,SWAS,Derriford Hospital,116,100.00%,34,29.31%,11,9.48%,1,0.86%,0,0.00%,7.33,2.59,0.09,65.58,13.35,26.95,25.81,0.06,,,,,
11-Apr-21,SWAS,Derriford Hospital,106,100.00%,19,17.92%,1,0.94%,0,0.00%,0,0.00%,2.22,0.39,0,53.52,9.33,19.17,16.48,0.02,,,,,
12-Apr-21,SWAS,Derriford Hospital,112,100.00%,20,17.86%,5,4.46%,2,1.79%,0,0.00%,4.17,1.94,0.34,70.35,10.57,18.32,19.73,0.04,,,,,
13-Apr-21,SWAS,Derriford Hospital,110,100.00%,33,30.00%,9,8.18%,4,3.64%,0,0.00%,7.92,3.5,0.51,76.02,14.3,27.63,26.21,0.07,,,,,
14-Apr-21,SWAS,Derriford Hospital,117,100.00%,46,39.32%,23,19.66%,9,7.69%,1,0.85%,16.75,8.72,1.71,91.87,18.61,51.63,36.28,0.14,,,,,
15-Apr-21,SWAS,Derriford Hospital,118,100.00%,26,22.03%,2,1.69%,0,0.00%,0,0.00%,2.67,0.24,0,44.2,10.42,19.27,20.49,0.02,,,,,
16-Apr-21,SWAS,Derriford Hospital,117,100.00%,32,27.35%,8,6.84%,0,0.00%,0,0.00%,5.16,0.98,0,54.93,12.4,27.32,24.18,0.04,,,,,
17-Apr-21,SWAS,Derriford Hospital,116,100.00%,17,14.66%,1,0.86%,0,0.00%,0,0.00%,1.65,0.26,0,45.3,8.5,17.13,16.43,0.01,,,,,
18-Apr-21,SWAS,Derriford Hospital,121,100.00%,13,10.74%,1,0.83%,0,0.00%,0,0.00%,1.14,0.18,0,40.7,8.03,15.02,16.18,0.01,,,,,
19-Apr-21,SWAS,Derriford Hospital,126,100.00%,54,42.86%,26,20.63%,16,12.70%,11,8.73%,40.42,31.27,20.94,216.65,29.82,72,62.63,0.32,,,,,
20-Apr-21,SWAS,Derriford Hospital,132,100.00%,63,47.73%,29,21.97%,12,9.09%,4,3.03%,23.96,12.88,3.94,120.32,22.28,56.42,49.01,0.18,,,,,
21-Apr-21,SWAS,Derriford Hospital,111,100.00%,55,49.55%,35,31.53%,18,16.22%,12,10.81%,38.8,27.31,14.79,172.13,31.93,94.73,59.08,0.35,,,,,
22-Apr-21,SWAS,Derriford Hospital,126,100.00%,68,53.97%,38,30.16%,23,18.25%,10,7.94%,40.58,27.74,12.33,156.72,30.64,84.33,64.34,0.32,,,,,
23-Apr-21,SWAS,Derriford Hospital,130,100.00%,71,54.62%,37,28.46%,17,13.08%,9,6.92%,36.39,23.19,11.09,137.9,28.7,64.58,62.17,0.28,,,,,
24-Apr-21,SWAS,Derriford Hospital,123,100.00%,68,55.28%,30,24.39%,7,5.69%,0,0.00%,20.04,8.68,0.94,76.85,21.58,45.97,44.24,0.16,,,,,
25-Apr-21,SWAS,Derriford Hospital,118,100.00%,39,33.05%,14,11.86%,2,1.69%,1,0.85%,9.62,3.82,1.03,92.73,15.12,35.73,29.73,0.08,,,,,
26-Apr-21,SWAS,Derriford Hospital,122,100.00%,65,53.28%,53,43.44%,34,27.87%,23,18.85%,86.73,72.7,50.73,297.6,54.03,168.05,109.86,0.71,,,,,
27-Apr-21,SWAS,Derriford Hospital,111,100.00%,62,55.86%,38,34.23%,18,16.22%,8,7.21%,34.53,22.68,9.85,202.23,30.51,70.33,56.44,0.31,,,,,
28-Apr-21,SWAS,Derriford Hospital,113,100.00%,27,23.89%,4,3.54%,0,0.00%,0,0.00%,3.23,0.43,0,43.58,10.9,20.15,20.53,0.03,,,,,
29-Apr-21,SWAS,Derriford Hospital,127,100.00%,31,24.41%,4,3.15%,0,0.00%,0,0.00%,4.82,0.45,0,41.43,11.32,25.98,23.95,0.04,,,,,
30-Apr-21,SWAS,Derriford Hospital,123,100.00%,50,40.65%,22,17.89%,3,2.44%,0,0.00%,14.66,6.01,0.69,75.77,17.99,39.4,36.88,0.12,,,,,
01-May-21,SWAS,Derriford Hospital,109,100.00%,20,18.35%,2,1.83%,0,0.00%,0,0.00%,1.68,0.4,0,44.4,9.8,16.92,17.8,0.02,,,,,
02-May-21,SWAS,Derriford Hospital,116,100.00%,44,37.93%,22,18.97%,7,6.03%,3,2.59%,17.99,9.96,3.73,116.22,19.57,48.82,37.83,0.16,,,,,
03-May-21,SWAS,Derriford Hospital,124,100.00%,54,43.55%,19,15.32%,5,4.03%,1,0.81%,15.46,7.01,1.93,116.3,17.97,36.63,37.14,0.12,,,,,
04-May-21,SWAS,Derriford Hospital,108,100.00%,46,42.59%,33,30.56%,22,20.37%,13,12.04%,40.47,30.86,17.02,257.6,32.7,100.33,58.85,0.37,,,,,
05-May-21,SWAS,Derriford Hospital,114,100.00%,52,45.61%,27,23.68%,8,7.02%,6,5.26%,25.38,15.76,9.34,206.08,24.13,46.13,45.85,0.22,,,,,
06-May-21,SWAS,Derriford Hospital,134,100.00%,32,23.88%,7,5.22%,3,2.24%,1,0.75%,6.8,2.61,0.84,95.55,12.12,25.53,27.08,0.05,,,,,
07-May-21,SWAS,Derriford Hospital,140,100.00%,71,50.71%,43,30.71%,19,13.57%,6,4.29%,38.55,24.92,8.1,149.4,27.58,64.85,64.35,0.28,,,,,
08-May-21,SWAS,Derriford Hospital,133,100.00%,66,49.62%,43,32.33%,25,18.80%,17,12.78%,52.9,39.77,23.39,245.17,35.58,105.7,78.88,0.4,,,,,
09-May-21,SWAS,Derriford Hospital,132,100.00%,38,28.79%,16,12.12%,7,5.30%,3,2.27%,15.72,9.16,4.37,167.88,17.16,32.75,37.76,0.12,,,,,
10-May-21,SWAS,Derriford Hospital,119,100.00%,65,54.62%,38,31.93%,14,11.76%,4,3.36%,30.84,17.89,5.18,126.17,26.67,67,52.9,0.26,,,,,
11-May-21,SWAS,Derriford Hospital,121,100.00%,59,48.76%,37,30.58%,11,9.09%,7,5.79%,33.48,22.06,12.01,196.15,27.84,56.02,56.15,0.28,,,,,
12-May-21,SWAS,Derriford Hospital,129,100.00%,65,50.39%,38,29.46%,27,20.93%,17,13.18%,47.95,35.86,19.55,218.12,33.84,98.98,72.76,0.37,,,,,
13-May-21,SWAS,Derriford Hospital,125,100.00%,49,39.20%,22,17.60%,11,8.80%,8,6.40%,26.08,17.91,10.34,165.43,22.35,51.58,46.56,0.21,,,,,
14-May-21,SWAS,Derriford Hospital,123,100.00%,70,56.91%,50,40.65%,29,23.58%,20,16.26%,60.06,45.7,26.28,197.22,40.6,122.45,83.23,0.49,,,,,
15-May-21,SWAS,Derriford Hospital,126,100.00%,80,63.49%,54,42.86%,37,29.37%,31,24.60%,90.06,73.35,50.08,280.38,55.41,155.58,116.37,0.71,,,,,
16-May-21,SWAS,Derriford Hospital,125,100.00%,70,56.00%,48,38.40%,29,23.20%,13,10.40%,48.68,33.99,14.26,135.52,34.79,94.38,72.48,0.39,,,,,
17-May-21,SWAS,Derriford Hospital,127,100.00%,74,58.27%,47,37.01%,23,18.11%,15,11.81%,65.72,51,35.21,286.13,42.82,109.48,90.65,0.52,,,,,
18-May-21,SWAS,Derriford Hospital,127,100.00%,68,53.54%,35,27.56%,16,12.60%,5,3.94%,29.77,18.64,6.66,194.35,25.31,66.42,53.58,0.23,,,,,
19-May-21,SWAS,Derriford Hospital,130,100.00%,57,43.85%,26,20.00%,12,9.23%,8,6.15%,28.89,19.69,11.22,186.02,24.08,52.5,52.18,0.22,,,,,
20-May-21,SWAS,Derriford Hospital,123,100.00%,52,42.28%,22,17.89%,1,0.81%,0,0.00%,12.8,4.15,0.04,62.35,16.73,36.63,34.29,0.1,,,,,
21-May-21,SWAS,Derriford Hospital,114,100.00%,46,40.35%,25,21.93%,4,3.51%,1,0.88%,16.79,8.26,2.11,113.87,18.6,42.53,35.34,0.15,,,,,
22-May-21,SWAS,Derriford Hospital,136,100.00%,70,51.47%,40,29.41%,17,12.50%,12,8.82%,37.29,24.28,12.11,169.28,27.66,79.8,62.69,0.27,,,,,
23-May-21,SWAS,Derriford Hospital,143,100.00%,59,41.26%,27,18.88%,7,4.90%,0,0.00%,18.8,8.58,1.25,87.55,18.87,44.77,44.96,0.13,,,,,
24-May-21,SWAS,Derriford Hospital,132,100.00%,38,28.79%,16,12.12%,2,1.52%,1,0.76%,12.05,6.33,2.27,166.23,14.56,35.6,32.03,0.09,,,,,
25-May-21,SWAS,Derriford Hospital,131,100.00%,59,45.04%,35,26.72%,20,15.27%,9,6.87%,33.09,22.16,9.18,114.8,26.2,73.07,57.21,0.25,,,,,
26-May-21,SWAS,Derriford Hospital,131,100.00%,59,45.04%,29,22.14%,14,10.69%,9,6.87%,29.78,19.69,8.77,171.83,24.42,60.98,53.33,0.23,,,,,
27-May-21,SWAS,Derriford Hospital,130,100.00%,81,62.31%,61,46.92%,31,23.85%,21,16.15%,59.12,41.73,18.99,128.38,39.7,97.73,86.01,0.45,,,,,
28-May-21,SWAS,Derriford Hospital,141,100.00%,68,48.23%,42,29.79%,25,17.73%,12,8.51%,47.16,34.05,18.2,204.48,30.9,83.93,72.61,0.33,,,,,
29-May-21,SWAS,Derriford Hospital,146,100.00%,60,41.10%,30,20.55%,8,5.48%,6,4.11%,25.37,14.56,5.44,146.28,20.92,50.15,50.92,0.17,,,,,
30-May-21,SWAS,Derriford Hospital,124,100.00%,93,75.00%,71,57.26%,48,38.71%,31,25.00%,94.46,74.43,43.81,244.82,58.69,131.93,121.29,0.76,,,,,
31-May-21,SWAS,Derriford Hospital,127,100.00%,79,62.20%,43,33.86%,27,21.26%,14,11.02%,57.7,42.86,25.29,239.28,39.57,91.48,83.77,0.45,,,,,
01-Jun-21,SWAS,Derriford Hospital,129,100.00%,63,48.84%,48,37.21%,28,21.71%,19,14.73%,52.5,38.97,21.2,168.05,35.42,104.35,76.15,0.41,,,,,
02-Jun-21,SWAS,Derriford Hospital,126,100.00%,72,57.14%,51,40.48%,33,26.19%,22,17.46%,77.44,62.37,42.24,326.33,49.05,122.38,103,0.61,,,,,
03-Jun-21,SWAS,Derriford Hospital,124,100.00%,61,49.19%,38,30.65%,20,16.13%,11,8.87%,35.29,23.68,11.1,130.15,28.59,83.43,59.08,0.28,,,,,
04-Jun-21,SWAS,Derriford Hospital,133,100.00%,54,40.60%,21,15.79%,4,3.01%,1,0.75%,15.12,6.5,1.97,132.45,17.45,35.12,38.69,0.11,,,,,
05-Jun-21,SWAS,Derriford Hospital,121,100.00%,45,37.19%,9,7.44%,0,0.00%,0,0.00%,7.93,1.63,0,54.93,13.72,28.03,27.67,0.07,,,,,
06-Jun-21,SWAS,Derriford Hospital,129,100.00%,56,43.41%,29,22.48%,18,13.95%,7,5.43%,32.39,22.26,11.04,181.28,25.22,69.52,54.22,0.25,,,,,
07-Jun-21,SWAS,Derriford Hospital,126,100.00%,54,42.86%,33,26.19%,17,13.49%,8,6.35%,35.33,24.74,13.03,198.35,26.4,64.83,55.44,0.28,,,,,
08-Jun-21,SWAS,Derriford Hospital,113,100.00%,75,66.37%,38,33.63%,16,14.16%,10,8.85%,35.12,21.25,9.82,153.92,31.47,79.25,59.26,0.31,,,,,
09-Jun-21,SWAS,Derriford Hospital,116,100.00%,35,30.17%,10,8.62%,3,2.59%,0,0.00%,7.88,2.97,0.54,72.92,13.72,28.38,26.52,0.07,,,,,
10-Jun-21,SWAS,Derriford Hospital,141,100.00%,84,59.57%,51,36.17%,32,22.70%,26,18.44%,79.98,63.27,43.48,247.38,46.15,135.25,108.46,0.57,,,,,
11-Jun-21,SWAS,Derriford Hospital,129,100.00%,52,40.31%,22,17.05%,4,3.10%,2,1.55%,16.94,8.36,3.37,148.05,19.17,38.37,41.21,0.13,,,,,
12-Jun-21,SWAS,Derriford Hospital,111,100.00%,30,27.03%,5,4.50%,0,0.00%,0,0.00%,3.71,0.46,0,47.15,12.15,21.52,22.48,0.03,,,,,
